CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,,
017.039,DS,GV.RM-09.01,GOVERN / Risk Management Strategy  / Business Continuity & Resilience Risk Management,"GV.RM-09.01: The organization has an enterprise-wide resilience strategy and program, including architecture, cyber resilience, business continuity, disaster recovery, and incident response, which support its mission, stakeholder obligations, critical infrastructure role, and risk appetite.",Yes,Yes,Yes,Yes,"None
","DORA Level 1 (9), EBA (2), ECB CROE (4), FFIEC AIO (6), FFIEC BCM (5), FFIEC CAT (5), HK SFC (1), HKMA C-RAF (5), JFSA (5), NAIC IDSML (2), NYDFS Part 500 (1), OCC CSWP (1), OSFI B-13 (4), OSFI CSSA (2), SEC Aug 2023 (1)"
017.040,DS,GV.RM-09.02,GOVERN / Risk Management Strategy  / Business Continuity & Resilience Risk Management,"GV.RM-09.02: The resilience program ensures that the organization can continue operating critical business functions and deliver services to stakeholders, to include critical infrastructure partners, during adverse incidents and cyber attacks (e.g., propagation of malware or extended system outages).",Yes,No,No,No,"None
","APRA CPG 234 (1), APRA CPS 234 (1), ASIC (1), DORA Level 1 (8), EBA (3), ECB CROE (4), FFIEC AIO (3), FFIEC BCM (15), FFIEC CAT (6), HKMA C-RAF (5), JFSA (6), NAIC IDSML (3), NYDFS Part 500 (3), OCC CSWP (2), OSFI B-13 (2), OSFI CSSA (1)"
018,C,GV.RR,"GOVERN / Roles, Responsibilities, and Authorities","Roles, Responsibilities, and Authorities (GV.RR): Technology and cybersecurity roles, responsibilities, and authorities to foster accountability, performance assessment, and continuous improvement are established and communicated",,,,,"GV.RR
(CRI Modified)",
019,S,GV.RR-01,"GOVERN / Roles, Responsibilities, and Authorities / Organizational Leadership Responsibility","GV.RR-01: Organizational leadership is responsible and accountable for technology and cybersecurity risks and fosters a culture that is risk-aware, ethical, and continually improving",,,,,"GV.RR-01
(CRI Modified)",
019.041,DS,GV.RR-01.01,"GOVERN / Roles, Responsibilities, and Authorities / Organizational Leadership Responsibility","GV.RR-01.01: The governing authority (e.g., the Board or one of its committees) oversees and holds senior management accountable for implementing the organization’s technology and cybersecurity risk management strategies and frameworks.",Yes,Yes,Yes,Yes,"GV.RR-01
","APRA CPG 234 (2), APRA CPS 234 (2), ASIC (2), DORA Level 1 (4), EBA (3), ECB CROE (1), FFIEC AIO (3), FFIEC CAT (2), FFIEC DAM (2), HK SFC (1), HKMA C-RAF (3), JFSA (3), MAS (2), NAIC IDSML (2), NYDFS Part 500 (1), OSFI B-13 (2), OSFI CSSA (3), SEC Aug 2023 (3)"
019.042,DS,GV.RR-01.02,"GOVERN / Roles, Responsibilities, and Authorities / Organizational Leadership Responsibility","GV.RR-01.02: The governing authority (e.g., the Board or one of its committees) regularly reviews, oversees, and holds senior management accountable for implementing the organization’s third-party risk management strategy and program and for managing the organization's ongoing risks associated with the aggregate and specific use of third parties.",Yes,Yes,Yes,Yes,"GV.RR-01
","APRA CPG 234 (2), APRA CPS 234 (1), ASIC (2), DORA Level 1 (6), EBA (2), ECB CROE (1), FFIEC AIO (4), FFIEC CAT (1), FFIEC DAM (3), HK SFC (1), JFSA (3), MAS (1), NAIC IDSML (1), NYDFS Part 500 (1), OSFI B-13 (2), SEC Aug 2023 (3)"
019.043,DS,GV.RR-01.03,"GOVERN / Roles, Responsibilities, and Authorities / Organizational Leadership Responsibility","GV.RR-01.03: The governing authority (e.g., the Board or one of its committees) regularly reviews, oversees, and holds senior management accountable for implementing the organization’s resilience strategy and program and for managing the organization's ongoing resilience risks.",Yes,Yes,Yes,Yes,"GV.RR-01
","APRA CPG 234 (2), ASIC (4), DORA Level 1 (1), EBA (1), ECB CROE (1), FFIEC AIO (3), FFIEC BCM (5), FFIEC CAT (1), HK SFC (2), HKMA C-RAF (3), JFSA (2), NYDFS Part 500 (1), OSFI B-13 (3), SEC Aug 2023 (3)"
019.044,DS,GV.RR-01.04,"GOVERN / Roles, Responsibilities, and Authorities / Organizational Leadership Responsibility","GV.RR-01.04: The organization has designated a qualified Cybersecurity Officer (e.g., CISO) who is responsible and accountable for developing a cybersecurity strategy, overseeing and implementing its cybersecurity program, and enforcing its cybersecurity policy.",Yes,Yes,Yes,Yes,"GV.RR-01
","APRA CPG 234 (2), APRA CPS 234 (1), ASIC (2), EBA (4), ECB CROE (3), FFIEC AIO (2), FFIEC CAT (1), FFIEC DAM (1), HK SFC (1), HKMA C-RAF (3), JFSA (2), MAS (1), NAIC IDSML (1), NYDFS Part 500 (3), OCC CSWP (1), OSFI B-13 (2), OSFI CSSA (1)"
019.045,DS,GV.RR-01.05,"GOVERN / Roles, Responsibilities, and Authorities / Organizational Leadership Responsibility","GV.RR-01.05: The organization designates a qualified Technology Officer (e.g., CIO or CTO) who is responsible and accountable for developing technology strategy, overseeing and implementing its technology program, and enforcing its technology policy.",Yes,Yes,Yes,Yes,"GV.RR-01
","APRA CPG 234 (1), APRA CPS 234 (1), ASIC (1), EBA (3), ECB CROE (1), FFIEC AIO (3), FFIEC CAT (1), FFIEC DAM (1), JFSA (2), OSFI B-13 (2), OSFI CSSA (1)"
020,S,GV.RR-02,"GOVERN / Roles, Responsibilities, and Authorities / Risk Management Roles & Responsibilities","GV.RR-02: Roles, responsibilities, and authorities related to technology and cybersecurity risk management are established, communicated, understood, and enforced",,,,,"GV.RR-02
(CRI Modified)",
020.046,DS,GV.RR-02.01,"GOVERN / Roles, Responsibilities, and Authorities / Risk Management Roles & Responsibilities","GV.RR-02.01: The roles, responsibilities, qualifications, and skill requirements for personnel (employees and third parties) that implement, manage, and oversee the technology, cybersecurity, and resilience programs are defined, aligned, coordinated, and holistically managed.",Yes,Yes,Yes,Yes,"GV.RR-02
","APRA CPG 234 (2), APRA CPS 234 (3), ASIC (1), DORA Level 1 (2), EBA (3), ECB CROE (7), FFIEC AIO (7), FFIEC BCM (2), FFIEC CAT (5), FFIEC DAM (6), HK SFC (1), HKMA C-RAF (4), JFSA (4), MAS (3), NYDFS Part 500 (1), OCC CSWP (1), OSFI B-13 (1), OSFI CSSA (2)"
020.047,DS,GV.RR-02.02,"GOVERN / Roles, Responsibilities, and Authorities / Risk Management Roles & Responsibilities","GV.RR-02.02: The organization has established and assigned roles and responsibilities for systematic cybersecurity threat identification, monitoring, detection, and event reporting processes, and ensures adequate coverage and organizational alignment for these functions.",Yes,Yes,Yes,No,"GV.RR-02
","APRA CPG 234 (11), APRA CPS 234 (6), ASIC (2), DORA Level 1 (5), EBA (4), ECB CROE (7), FFIEC AIO (2), FFIEC BCM (1), FFIEC CAT (5), HKMA C-RAF (8), JFSA (3), MAS (2), NAIC IDSML (1), NYDFS Part 500 (1), OCC CSWP (1), OSFI B-13 (5), OSFI CSSA (2), SEC Aug 2023 (3)"
020.048,DS,GV.RR-02.03,"GOVERN / Roles, Responsibilities, and Authorities / Risk Management Roles & Responsibilities","GV.RR-02.03: Resilience program roles and responsibilities are assigned to management across the organization to ensure risk assessment, planning, testing, and execution coverage for all critical business functions.",Yes,Yes,Yes,Yes,"GV.RR-02
","APRA CPG 234 (1), APRA CPS 234 (2), ASIC (1), DORA Level 1 (6), EBA (4), ECB CROE (3), FFIEC AIO (2), FFIEC BCM (7), FFIEC CAT (1), FFIEC DAM (1), HK SFC (1), HKMA C-RAF (4), JFSA (3), MAS (1), NYDFS Part 500 (3), OSFI B-13 (4), OSFI CSSA (1), SEC Aug 2023 (1)"
020.049,DS,GV.RR-02.04,"GOVERN / Roles, Responsibilities, and Authorities / Risk Management Roles & Responsibilities",GV.RR-02.04: Roles and responsibilities for the Third-Party Risk Management Program and for each third-party engagement are defined and assigned.,Yes,Yes,Yes,Yes,"GV.RR-02
","APRA CPG 234 (1), APRA CPS 234 (2), DORA Level 1 (1), FFIEC AIO (1), FFIEC CAT (1), FFIEC DAM (6), HK SFC (1), NAIC IDSML (1)"
020.050,DS,GV.RR-02.05,"GOVERN / Roles, Responsibilities, and Authorities / Risk Management Roles & Responsibilities",GV.RR-02.05: Personnel (employees and third parties) who fulfill the organization’s physical security and cybersecurity objectives understand their roles and responsibilities.,Yes,Yes,Yes,Yes,"GV.RR-02
","APRA CPG 234 (2), APRA CPS 234 (2), ECB CROE (3), FFIEC AIO (4), FFIEC BCM (3), FFIEC CAT (1), FFIEC DAM (2), JFSA (1), OSFI B-13 (1), OSFI CSSA (2)"
020.051,DS,GV.RR-02.06,"GOVERN / Roles, Responsibilities, and Authorities / Risk Management Roles & Responsibilities","GV.RR-02.06: Roles and responsibilities for the inventory, ownership, and custodianship of applications, data and other technology assets are established and maintained.",Yes,Yes,Yes,No,"GV.RR-02
","APRA CPG 234 (5), APRA CPS 234 (2), DORA Level 1 (2), EBA (3), FFIEC AIO (12), FFIEC CAT (1), FFIEC DAM (4), HK SFC (1), HKMA C-RAF (1), JFSA (2), MAS (2), NYDFS Part 500 (1)"
020.052,DS,GV.RR-02.07,"GOVERN / Roles, Responsibilities, and Authorities / Risk Management Roles & Responsibilities","GV.RR-02.07: Technology and cybersecurity risk management frameworks provide for segregation of duties between policy development, implementation, and oversight.",Yes,Yes,No,No,"GV.RR-02
","APRA CPG 234 (1), DORA Level 1 (2), FFIEC AIO (2), FFIEC CAT (2), HKMA C-RAF (1)"
021,S,GV.RR-03,"GOVERN / Roles, Responsibilities, and Authorities / Resource Adequacy","GV.RR-03: Adequate resources are allocated commensurate with technology and cybersecurity risk strategy, roles, responsibilities, and policies",,,,,"GV.RR-03
(CRI Modified)",
021.053,DS,GV.RR-03.01,"GOVERN / Roles, Responsibilities, and Authorities / Resource Adequacy","GV.RR-03.01: The organization's budgeting and resourcing processes identify, prioritize, and address resource needs to manage identified technology and cybersecurity risks (e.g., skill shortages, headcount, new tools, incident-related expenses, and unsupported systems).",Yes,Yes,Yes,Yes,"GV.RR-03
","APRA CPG 234 (2), ASIC (1), DORA Level 1 (2), EBA (1), ECB CROE (7), FFIEC AIO (8), FFIEC BCM (4), FFIEC CAT (11), FFIEC DAM (4), HK SFC (1), HKMA C-RAF (8), JFSA (3), NYDFS Part 500 (1), OSFI B-13 (3), OSFI CSSA (2)"
021.054,DS,GV.RR-03.02,"GOVERN / Roles, Responsibilities, and Authorities / Resource Adequacy",GV.RR-03.02: The organization regularly assesses its skill and resource level requirements against its current personnel complement to determine gaps in resource need.,Yes,Yes,Yes,Yes,"GV.RR-03
","APRA CPG 234 (2), APRA CPS 234 (2), ASIC (1), DORA Level 1 (1), EBA (1), ECB CROE (5), FFIEC AIO (3), FFIEC BCM (4), FFIEC CAT (1), HKMA C-RAF (4), JFSA (4), MAS (2), NYDFS Part 500 (1), OSFI B-13 (2), OSFI CSSA (2)"
021.055,DS,GV.RR-03.03,"GOVERN / Roles, Responsibilities, and Authorities / Resource Adequacy","GV.RR-03.03: The organization provides adequate resources, appropriate authority, and access to the governing authority for the designated Cybersecurity Officer (e.g., CISO).",Yes,Yes,Yes,Yes,"GV.RR-03
","ASIC (1), EBA (1), ECB CROE (1), FFIEC CAT (1), HKMA C-RAF (1), JFSA (1), MAS (1), NYDFS Part 500 (1), OSFI B-13 (1)"
022,S,GV.RR-04,"GOVERN / Roles, Responsibilities, and Authorities / Human Resource Practices",GV.RR-04: Cybersecurity is included in human resources practices,,,,,"GV.RR-04
",
022.056,DS,GV.RR-04.01,"GOVERN / Roles, Responsibilities, and Authorities / Human Resource Practices","GV.RR-04.01: The organization conducts (or causes the conduct of) background/screening checks on all personnel (employees and third party) upon hire/retention, at regular intervals throughout employment, and upon a change in role commensurate with their access to critical data and systems.",Yes,Yes,Yes,Yes,"GV.RR-04
","APRA CPG 234 (1), ECB CROE (1), FFIEC AIO (1), FFIEC CAT (1), HKMA C-RAF (2), MAS (1), OSFI B-13 (1), OSFI CSSA (1)"
022.057,DS,GV.RR-04.02,"GOVERN / Roles, Responsibilities, and Authorities / Human Resource Practices","GV.RR-04.02: The organization establishes processes and controls to mitigate cyber risks related to employment termination, as permitted by law, to include the return or disposition of all organizational assets.",Yes,Yes,Yes,Yes,"GV.RR-04
","ECB CROE (4), FFIEC AIO (1), FFIEC CAT (1), HKMA C-RAF (2), MAS (1), NYDFS Part 500 (1), OSFI B-13 (1), OSFI CSSA (1)"
022.058,DS,GV.RR-04.03,"GOVERN / Roles, Responsibilities, and Authorities / Human Resource Practices","GV.RR-04.03: The organization integrates insider threat considerations into its human resource, risk management, and control programs to address the potential for malicious or unintentional harm by trusted employees or third parties.",Yes,Yes,Yes,No,"GV.RR-04
","DORA Level 1 (2), ECB CROE (4), FFIEC AIO (1), FFIEC CAT (6), HKMA C-RAF (3), JFSA (1), MAS (1), OSFI B-13 (1)"
023,C,GV.PO,"GOVERN / Policies, Processes, and Procedures","Policies, Processes, and Procedures (GV.PO): Organizational technology and cybersecurity policies are established, communicated, and enforced",,,,,"GV.PO
(CRI Modified)",
024,S,GV.PO-01,"GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures","GV.PO-01: Policies for managing technology and cybersecurity risks are established based on organizational context, cybersecurity strategy, and priorities and is communicated and enforced",,,,,"GV.PO-01
(CRI Modified)",
024.059,DS,GV.PO-01.01,"GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures","GV.PO-01.01: Technology and cybersecurity policies are documented, maintained and approved by the governing authority (e.g., the Board or one of its committees) or a designated executive.",Yes,Yes,Yes,Yes,"GV.PO-01
","APRA CPG 234 (2), APRA CPS 234 (1), DORA Level 1 (2), EBA (2), ECB CROE (2), FFIEC AIO (3), FFIEC CAT (3), FFIEC DAM (3), HK SFC (1), HKMA C-RAF (2), JFSA (2), MAS (2), NAIC IDSML (2), NYDFS Part 500 (6), OSFI B-13 (1), OSFI CSSA (1), SEC Aug 2023 (1)"
024.060,DS,GV.PO-01.02,"GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures","GV.PO-01.02: The accountable governing body, and applicable cybersecurity program and policies, for any given organizational unit, affiliate, or merged entity are clearly established, applied, and communicated.",Yes,Yes,No,No,"GV.PO-01
","DORA Level 1 (2), EBA (3), FFIEC AIO (1), FFIEC CAT (1), NAIC IDSML (1), NYDFS Part 500 (4)"
024.061,DS,GV.PO-01.03,"GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures","GV.PO-01.03: The organization's incentive programs are consistent with cyber risk management objectives, and technology and cybersecurity policies integrate with an employee accountability policy to ensure that all personnel are held accountable for complying with policies.",Yes,Yes,Yes,Yes,"GV.PO-01
","APRA CPG 234 (2), EBA (1), ECB CROE (5), FFIEC AIO (1), FFIEC CAT (3), MAS (1), OSFI CSSA (2)"
024.062,DS,GV.PO-01.04,"GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures","GV.PO-01.04: All personnel (employees and third party) consent to policies addressing acceptable technology use, social media use, personal device use (e.g., BYOD), confidentiality, and/or other security-related policies and agreements as warranted by their position.",Yes,Yes,Yes,Yes,"GV.PO-01
","APRA CPG 234 (2), EBA (1), ECB CROE (2), FFIEC AIO (1), FFIEC CAT (1), FFIEC DAM (2), HKMA C-RAF (4), MAS (1), OSFI CSSA (2)"
024.063,DS,GV.PO-01.05,"GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures","GV.PO-01.05: Technology and cybersecurity processes, procedures, and controls are established in alignment with cybersecurity policy.",Yes,Yes,Yes,Yes,"GV.PO-01
","APRA CPG 234 (1), APRA CPS 234 (1), DORA Level 1 (1), EBA (6), FFIEC AIO (1), FFIEC CAT (1), FFIEC DAM (1), HKMA C-RAF (1), MAS (1), NAIC IDSML (1), NYDFS Part 500 (3)"
024.064,DS,GV.PO-01.06,"GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures",GV.PO-01.06: Physical and environmental security policies are implemented and managed.,Yes,Yes,Yes,Yes,"GV.PO-01
","DORA Level 1 (3), EBA (4), ECB CROE (1), FFIEC AIO (5), FFIEC CAT (1), HK SFC (1), JFSA (1), MAS (1), NAIC IDSML (1), NYDFS Part 500 (1), OCC CSWP (1), OSFI B-13 (1)"
024.065,DS,GV.PO-01.07,"GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures","GV.PO-01.07: The organization maintains documented business continuity and resilience program policies and procedures approved by the governing authority (e.g., the Board or one of its committees).",Yes,Yes,Yes,Yes,"GV.PO-01
","APRA CPG 234 (1), APRA CPS 234 (2), DORA Level 1 (4), EBA (4), ECB CROE (1), FFIEC AIO (5), FFIEC BCM (7), FFIEC CAT (1), HK SFC (1), HKMA C-RAF (2), JFSA (2), NAIC IDSML (2), NYDFS Part 500 (5), OCC CSWP (1), OSFI B-13 (1)"
024.066,DS,GV.PO-01.08,"GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures","GV.PO-01.08: The organization maintains documented third-party risk management program policies and procedures approved by the governing authority (e.g., the Board or one of its committees).",Yes,Yes,Yes,Yes,"GV.PO-01
","APRA CPG 234 (1), APRA CPS 234 (2), DORA Level 1 (3), EBA (2), ECB CROE (2), FFIEC AIO (3), FFIEC CAT (1), FFIEC DAM (8), HKMA C-RAF (1), JFSA (2), NAIC IDSML (2), NYDFS Part 500 (4), SEC Aug 2023 (1)"
025,S,GV.PO-02,"GOVERN / Policies, Processes, and Procedures / Policy & Procedure Review & Update","GV.PO-02: Policies for managing technology and cybersecurity risks are reviewed, updated, communicated, and enforced to reflect changes in requirements, threats, technology, and organizational mission",,,,,"GV.PO-02
(CRI Modified)",
025.067,DS,GV.PO-02.01,"GOVERN / Policies, Processes, and Procedures / Policy & Procedure Review & Update","GV.PO-02.01: The cybersecurity policy is regularly reviewed, revised, and communicated under the leadership of a designated Cybersecurity Officer (e.g., CISO) to address changes in the risk profile and risk appetite, the evolving threat environment, and new technologies, products, services, and interdependencies.",Yes,Yes,Yes,Yes,"GV.PO-02
","APRA CPG 234 (3), APRA CPS 234 (1), ASIC (1), DORA Level 1 (5), EBA (4), ECB CROE (2), FFIEC AIO (1), FFIEC CAT (2), HKMA C-RAF (3), JFSA (2), MAS (1), NAIC IDSML (2), NYDFS Part 500 (3), OSFI B-13 (3), OSFI CSSA (2), SEC Aug 2023 (1)"
026,C,GV.OV,GOVERN / Oversight,"Oversight (GV.OV): Results of organization-wide technology and cybersecurity risk management activities and performance are used to inform, improve, and adjust the risk management strategy",,,,,"GV.OV
(CRI Modified)",
027,S,GV.OV-01,GOVERN / Oversight / Risk Management Strategy Outcomes Review,GV.OV-01: Technology and cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and direction,,,,,"GV.OV-01
(CRI Modified)",
027.068,DS,GV.OV-01.01,GOVERN / Oversight / Risk Management Strategy Outcomes Review,"GV.OV-01.01: The governing authority (e.g., the Board or one of its committees) regularly reviews and evaluates the organization's ability to manage its technology, cybersecurity, third-party, and resilience risks.",Yes,Yes,Yes,Yes,"GV.OV-01
","APRA CPG 234 (1), APRA CPS 234 (1), ASIC (2), DORA Level 1 (5), EBA (2), ECB CROE (2), FFIEC AIO (1), FFIEC BCM (2), FFIEC CAT (4), FFIEC DAM (3), JFSA (1), MAS (3), NAIC IDSML (1), NYDFS Part 500 (2), OSFI CSSA (1), SEC Aug 2023 (3)"
